SurvID_1,x2_1,x2_2,x2_3,x2_4,x2_5,x2_6,x2_7,x2_8,x2_9,x2_10,x2_11,x2_12,x2_13,x2_14,x2_15,x2_16,x2_17,x2_18,x2_19,x2_20,x2_21,x2_22,gender,race,instate,college
1698,1,3,3,0,0,3,4,3,1,1,1,3,4,3,0,3,3,3,0,1,0,4,Female,White:U.S.,N,BSOS
1699,3,2,3,3,3,4,4,3,2,3,3,4,1,4,3,2,4,1,3,2,3,3,Male,White:U.S.,Y,ENGR
1700,3,3,3,2,2,3,4,2,2,2,2,3,3,3,4,2,3,2,2,3,3,3,Male,White:U.S.,N,EXST
1701,4,4,4,1,1,3,1,1,3,3,1,3,3,3,3,3,2,4,3,2,3,3,Male,Asian:U.S.,N,CMNS
1702,3,3,3,2,3,3,2,2,3,3,2,3,2,3,2,2,3,2,3,4,3,3,Male,White:U.S.,N,UGST
1703,3,2,3,3,4,4,3,1,3,4,4,4,4,4,3,1,1,4,4,4,4,3,Male,White:U.S.,N,ENGR
1704,3,3,2,2,1,3,3,2,1,1,1,3,2,3,3,3,1,3,3,3,1,3,Male,White:U.S.,N,ENGR
1705,3,3,3,2,3,2,3,3,3,3,2,3,3,4,2,2,3,1,3,4,3,4,Male,White:U.S.,N,EXST
1706,3,2,2,1,0,3,0,0,3,1,0,3,1,4,4,3,1,4,4,3,3,3,Female,White:U.S.,N,EDUC
1707,4,4,4,4,3,4,4,4,4,4,2,4,2,4,4,3,3,4,3,4,3,4,Male,White:U.S.,N,BMGT
1708,3,3,3,2,2,3,3,1,1,1,3,3,1,4,4,1,3,4,4,3,3,3,Male,Asian:U.S.,N,ENGR
1709,2,3,3,1,1,2,0,0,1,2,4,4,4,4,4,1,3,2,3,2,3,2,Female,Asian:U.S.,N,EXST
1710,3,3,3,3,2,4,3,0,4,3,2,2,1,4,4,4,3,4,1,4,4,4,Female,White:U.S.,N,ARHU
1711,3,3,4,3,3,3,3,3,4,3,2,3,3,4,4,4,4,3,3,4,4,3,Female,White:U.S.,N,BSOS
1712,2,3,1,1,1,3,2,2,3,3,1,1,4,4,1,0,1,0,0,2,3,3,Female,White:U.S.,N,EXST
1713,2,4,4,2,3,4,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,Male,White:U.S.,N,CMNS
1714,3,3,3,2,4,4,4,1,3,2,4,1,2,4,4,4,2,4,4,4,4,4,Female,White:U.S.,N,EXST
1715,3,3,3,3,2,3,3,2,3,3,4,3,1,4,3,3,2,4,3,2,3,3,Male,Asian:U.S.,N,CMNS
1716,4,3,4,2,2,2,3,3,2,3,2,1,2,4,3,3,3,3,3,3,2,3,Female,White:U.S.,N,EXST
1717,3,3,2,2,2,3,3,2,3,2,4,2,1,4,3,3,2,3,2,3,2,3,Female,Two or More:U.S.,N,ENGR
1718,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,Female,White:U.S.,Y,ENGR
1719,3,2,3,3,2,4,4,0,3,4,3,3,2,4,3,1,1,2,3,2,2,3,Female,White:U.S.,Y,EXST
1720,2,3,3,2,1,2,1,1,2,3,4,3,1,4,4,4,3,4,4,2,3,3,Female,White:U.S.,Y,ENGR
1721,3,3,2,2,2,3,3,1,3,3,3,3,3,4,3,2,2,4,4,4,4,4,Female,Two or More:U.S.,Y,AGNR
1722,4,3,3,2,2,4,3,1,3,4,1,2,3,3,3,3,1,4,3,2,1,2,Female,Black or African American:U.S.,Y,SPHL
1723,2,3,2,3,3,3,3,3,3,3,2,4,3,4,2,4,2,4,4,3,3,3,Male,Hispanic:U.S.,Y,SPHL
1724,2,3,3,3,2,3,4,3,3,2,1,2,2,4,3,1,2,1,1,2,3,2,Female,White:U.S.,Y,EXST
1725,3,3,3,1,2,3,4,1,3,3,4,3,3,4,4,4,3,4,3,2,3,4,Female,White:U.S.,Y,ENGR
1726,3,4,4,3,3,3,4,0,3,4,1,3,1,4,3,3,3,3,1,4,4,4,Female,White:U.S.,Y,EXST
1727,3,3,3,3,3,3,0,0,2,3,3,3,3,3,3,3,2,3,3,3,3,3,Female,Asian:U.S.,Y,CMNS
1728,3,3,3,3,2,3,3,3,3,3,4,1,0,4,3,1,3,2,4,3,2,4,Female,White:U.S.,Y,CMNS
1729,4,4,4,4,3,3,3,2,3,3,4,4,1,4,4,4,4,4,2,3,4,3,Male,White:U.S.,Y,ENGR
1730,4,4,4,4,4,4,4,4,4,4,1,4,0,4,3,4,3,4,4,4,4,4,Female,White:U.S.,Y,BMGT
1731,3,3,2,2,2,3,3,1,3,3,3,3,1,4,3,2,2,3,3,2,3,3,Male,Two or More:U.S.,Y,UGST
1732,3,3,3,3,2,3,1,1,3,1,4,3,3,4,3,3,2,4,3,3,2,3,Male,Two or More:U.S.,Y,ENGR
1733,4,3,3,4,4,4,4,2,3,2,3,3,3,4,3,4,4,4,3,3,3,4,Female,White:U.S.,Y,ENGR
1734,4,4,3,1,2,4,4,4,3,4,1,4,1,4,4,4,4,4,1,4,4,4,Female,White:U.S.,Y,BMGT
1735,3,4,3,3,2,3,1,1,2,2,3,2,4,4,4,2,2,4,1,2,4,4,Female,Hispanic:U.S.,Y,ENGR
1736,3,3,3,3,3,3,4,4,4,4,1,3,2,3,3,1,3,4,4,3,4,4,Female,Asian:U.S.,Y,EXST
1737,4,4,4,4,3,4,3,3,3,3,3,4,0,4,3,2,3,1,3,3,3,3,Male,White:U.S.,Y,UGST
1738,2,3,3,4,3,4,2,2,2,4,1,4,1,4,3,4,4,4,4,3,3,2,Male,White:U.S.,Y,BMGT
1739,3,3,4,4,2,3,3,2,3,2,2,3,1,4,3,3,2,1,1,3,4,4,Female,White:U.S.,Y,UGST
1740,3,4,2,3,3,4,3,0,2,3,2,2,3,4,4,3,3,4,2,2,3,4,Female,White:U.S.,Y,AGNR
1741,3,3,2,3,3,3,3,2,4,4,2,3,2,4,3,3,3,2,3,3,3,4,Female,White:U.S.,Y,BMGT
1742,2,1,3,2,2,4,1, ,4,4,1,3,1,3,3,3,2,3,2,2,3,3,Male,Black or African American:U.S.,Y,EXST
1743,3,3,3,2,2,3,1,1,3,3,4,3,3,3,3,3,2,3,2,3,3,3,Male,White:U.S.,Y,CMNS
1744,2,2,2,1,1,2,2,0,1,0,1,2,3,4,2,2,0,4,4,4,0,4,Male,White:U.S.,Y,ENGR
1745,3,3,2,2,2,4,4,3,2,2,2,3,2,4,2,1,3,4,2,2,3,2,Female,Two or More:U.S.,Y,ARHU
1746, ,3,2,1,2,4,4,2,3,2,2,4,2,4,4,1,3,2,4,3,2,3,Male,White:U.S.,Y,EXST
1747,3,3,4,1,1,3,1,1,3,3,4,1,3,4,3,1,1,3,3,3,3,3,Female,White:U.S.,Y,UGST
1748,3,2,2,2,2,3,1,1,3,3,2,3,4,4,3,1,2,4,4,2,3,2,Female,Asian:U.S.,Y,BMGT
1749,2,2,3,2,3,4,4,3,4,4,4,3,4,3,2,1,2,4,2,2,3,3,Male,Black or African American:U.S.,Y,ENGR
1750, ,3,3,3,3,3,2,2,3,3,4,4,1,4,4,2,4,4,4,4,4,4,Male,Asian:U.S.,Y,CMNS
1751,3,3,3,2,3,3,4,0,3,3,2,3,1,4,3,1,1, ,3,2,3,3,Female,Black or African American:U.S.,Y,EXST
1752,3,3,2,2,2,3,3,1,3,3,2,2,1,4,3,3,2,3,1,3,3,4,Female,White:U.S.,Y,ENGR
1753,4,4,4,2,3,4,4,4,4,4,3,3,1,4,4,3,3,4,4,4,2,4,Female,White:U.S.,N,BSOS
1754,3,3,3,2,1,4,4,4,3,3,4,3,3,4,3,3,2,3,3,3,4,4,Female,White:U.S.,N,CMNS
1755,2,3,3,2,2,4,4,3,1,3,3,1,3,3,3,4,1,3,2,3,0,3,Female,White:U.S.,Y,CMNS
1756,3,3,4,1,2,3,3,1,3,4,4,4,3,4,4,3,1,3,3,3,4,1,Male,Asian:U.S.,Y,UGST
1757,3,3,3,2,2,3,3,2,1,4,2,3,3,4,3,3,3,1,3,3,1,4,Female,White:U.S.,N,BMGT
1758,2,2,2,2,2,3,3,3,1,1,4,2,4,3,1,2,1,4,2,2,2,3,Male,Black or African American:U.S.,Y,ENGR
1759,2,2,2,3,2,2,3,0,4,4,4,3,1,4,4,3,2,2,1,3,3,3,Female,Hispanic:U.S.,N,EXST
1760,4,4,3,3,4,4,3,1,3,1,2,2,2,4,3,4,3,4,2,4,3,3,Female,White:U.S.,N,ENGR
1761,3,4,4,1,2,3,3,1,1,3,3,3,0,4,3,3,3,4,3,4,3,3,Male,White:U.S.,Y,CMNS
1762,4,3,2,3,2,3,1,1,3,2,3,4,2,4,4,3,1,3,3,2,3,4,Female,Asian:U.S.,Y,BSOS
1763,2,3,1,1,2,4,4,0,4,4,4,3,1,4,4,0,1,1,1,1,4,4,Female,Asian:U.S.,Y,UGST
1764,3,1,4,3,4,4,4,2,4,4,4,0,4,4,2,1,3,4,2,2,4,4,Female,White:U.S.,N,BSOS
1765,4,2,3,2,1,2,2,2,2,3,2,3,1,4,2,4,1,0,2,3,4,3,Male,White:U.S.,N,UGST
1766,2,3,3,3,3,3,3,3,4,4,1,3,0,4,3,2,3,0,0,3,3,4,Female,Hispanic:U.S.,N,EXST
1767,4,3,3,3,3,4,4,4,4,4,2,4,2,4,4,2,3,0,2,4,3,3,Male,White:U.S.,N,UGST
1768,3,3,3,2,2,3,3,2,3,4,1,2,2,4,3,3,3,1,1,3,3,3,Female,White:U.S.,N,UGST
1769,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,1,1,4,4,2,4,4,Female,Two or More:U.S.,N,BSOS
1770,4,3,2,1,1,4,4,4,4,3,4,4,0,4,3,3,2,4,4,4,3,4,Male,Hispanic:U.S.,Y,CMNS
1771,1,3,1,2,3,4,0,0,3,3,1,1,1,4,0,2,2,2,3,3,3,3,Male,White:U.S.,N,CMNS
1772,3,2,3,3,3,4,3,3,3,4,2,2,3,4,3,2,2,3,3,4,4,4,Female,Hispanic:U.S.,N,BMGT
1773,3,4,3,4,3,4,4,4,2,2,2,3,2,4,4,4,2,4,4,4,4,4,Male,White:U.S.,N,EXST
1774,4,3,3,2,1,3,2,3,3,2,4,4,0,4,1,0,2,4,4,3,4,4,Male,White:U.S.,N,CMNS
1775,3,3,3,2,2,3,3,3,3,3,2,3,1,4,2,2,2,2,3,3,3,3,Female,Unknown:U.S.,N,UGST
1776,3,4,3,4,3,3,4,2,3,3,2,2,3,4,2,4,2,3,3,3,3,3,Female,Black or African American:U.S.,Y,BSOS
1777,3,3,3,2,2,2,3,3,3,3,2,2,2,3,2,2,2,3,3,2,2,3,Female,Asian:U.S.,Y,UGST
1778, ,4,4,4,3,4,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,Male,White:U.S.,Y,UGST
1779,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,Female,White:U.S.,Y,ENGR
1780,4,3,3,1,2,4,4,4,4,4,4,2,1,4,4,1,3,4,3,4,4,4,Male,White:U.S.,Y,ENGR
1781,4,4,4,3,3,4,3,3,4,4,4,4,0,4,4,4,4,4,4,4,4,4,Female,Black or African American:U.S.,Y,SPHL
1782,3,3,3,3,3,4,4,1,1,2,4,3,2,4,3,1,1,4,3,1,2,3,Female,White:U.S.,Y,CMNS
1783,4,3,3,2,3,4,2,2,3,3,4,3,1,4,4,2,3,4,1,3,3,3,Female,Hispanic:U.S.,Y,EXST
1784,4,2,1,2,2,3,3,3,1,2,1,2,2,3,3,0,1,3,2,3,4,3,Female,White:U.S.,Y,ENGR
1785,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,1,3,4,4,4,4,4,Male,Black or African American:U.S.,Y,BSOS
1786,4,3,3,2,2,3,4,4,1,1,0,3,2,4,3,3,1,3,3,3,3,4,Male,Two or More:U.S.,Y,CMNS
1787,3,3,3,3,2,3,0,0,4,4,0,3,0,4,3,2,3,0,1,3,4,4,Female,White:U.S.,Y,EXST
1788,3,4,2,3,2,3,3,3,3,4,2,2,3,3,3,3,2,4,3,3,3,3,Female,Black or African American:U.S.,Y,SPHL
1789,3,3,3,2,2,4,1,1,4,4,2,4,0,4,2,1,3,1,4,3,4,4,Male,White:U.S.,Y,UGST
1790,4,3,2,3,3,4,3,3,4,4,1,3,3,4,4,4,1,3,1,1,1,4,Female,White:U.S.,Y,ENGR
1791,4,4,3,3,3,4,3,3,4,3,4,4,1,4,3,2,2,1,3,3,4,4,Female,White:U.S.,Y,UGST
1792,3,4,3,3,2,3,1,1,3,3,3,3,1,4,3,3,3,4,4,3,4,4,Male,White:U.S.,Y,CMNS
1793,3,4,4,3,3,3,3,2,3,4,2,3,3,4,4,1,4,4,4,4,4,4,Female,White:U.S.,Y,EXST
1794,3,3,4,3,4,3,2,2,3,3,3,4,3,4,2,0,3,4,3,3,4,4,Male,White:U.S.,Y,EXST
1795,4,3,3,2,1,3,3,3,0,0,0,4,0,4,4,4,3,4,2,1,4,3,Male,White:U.S.,Y,ENGR
1796,2,3,3,3,2,4,3,3,3,3,2,2,1,3,3,3,3,4,4,4,4,4,Female,White:U.S.,Y,BSOS
1797,2,2,2,2,2,2,2,1,3,2,0,1,3,3,2,0,3,3,3,3,2,2,Female,Black or African American:U.S.,Y,EXST
1798,4,3,3,2,2,3,0,0,4,4,2,4,1,4,2,2,1,3,3,1,3,4,Male,White:U.S.,N,UGST
1799,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,Female,White:U.S.,N,EXST
1800,3,3,3,3,3,4,4,4,4,3,4,4,1,4,3,3,3,1,4,4,4,4,Male,White:U.S.,N,EXST
1801,3,3,3,3,3,2,4,1,3,4,4,3,3,4,4,1,1,4,4,3,3,4,Female,White:U.S.,Y,EXST
1802,3,3,3,1,2,2,1,1,1,1,0,2,1,4,2,1,3,4,4,3,1,3,Male,White:U.S.,N,EXST
1803,4,4,3,3,3,3,0,0,3,4,3,4,1,4,3,4,4,4,2,4,3,4,Female,White:U.S.,Y,ENGR
1804,3,4,4,4,3,4,3,4,4,4,3,4,4,2,4,4,4,3,1,4,4,4,Male,White:U.S.,Y,ENGR
1805,3,4,4,3,3,3,4,2,1,3,3,4,3,4,3,3,3,4,3,3,3,3,Female,White:U.S.,N,ENGR
1806,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Female,White:U.S.,N,EXST
1807,1,1,1,3,2,3,1,1,2,1,1,3,2,4,3,0,0,0,2,1,1,3,Male,White:U.S.,N,UGST
1808,3,2,3,3,2,3,2,2,3,3,3,3,1,4,3,1,1,3,3,3,3,3,Female,White:U.S.,N,EXST
1809,3,3,3,2,3,3,2,2,3,3,2,3,1,4,3,3,2,2,2,3,2,3,Male,Hispanic:U.S.,Y,CMNS
1810,4,3,2,3,3,3,3,3,1,3,2,4,1,4,4,3,2,3,1,4,4,4,Male,Asian:U.S.,N,CMNS
1811,4,3,3,3,2,4,4,4,4,4,3,3,1,3,4,4,2,4,4,3,4,4,Male,White:U.S.,N,ENGR
1812,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,3,2,2,3,4,4,Female,White:U.S.,N,EXST
1813,3,2,3,2,3,3,4,3,4,2,1,3,1,4,4,1,3,4,4,4,4,4,Male,White:U.S.,Y,BMGT
1814,4,4,3,2,3,3,4,1,3,2,2,3,3,4,2,2,2,3,3,3,3,3,Female,White:U.S.,Y,CMNS
1815,4,4,3,4,3,4,4,0,4,4,0,3,0,4,4,4,4,4,4,4,4,4,Female,White:U.S.,Y,EDUC
1816,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,1,1,3,3,3,3,Female,Asian:U.S.,Y,UGST
1817,3,3,3,1,2,3,3,1,3,3,4,3,3,3,3,1,1,3,3,3,3,3,Female,Black or African American:U.S.,Y,BSOS
1818,2,3,4,2,2,4,0,0,4,4,4,4,0,4,4,3,4,4,4,3,3,4,Male,Asian:U.S.,Y,ENGR
1819,3,3,3,2,2,3,3,1,4,2,3,3,1,4,3,3,2,4,4,2,3,4,Male,Two or More:U.S.,Y,CMNS
1820,2,3,4,1,2,1,4,2,4,4,1,1,4,4,4,4,4,4,4,4,4,4,Female,White:U.S.,Y,UGST
1821,3,4,3,2,1,3,3,2,3,3,4,3,1,4,4,3,2,4,4,4,4,4,Female,Asian:U.S.,Y,CMNS
1822,3,2,3,3,2,3,3,0,3, ,1,3,3,4,4,1,2,4,4,3,3,4,Male,White:U.S.,Y,CMNS
1823,2,2,3,3,3,3,2,2,3,3,4,3,2,4,1,1,2,3,2,2,2,3,Female,Asian:U.S.,Y,SPHL
1824,2,2,2,1,1,4,3,3,4,4,2,3,3,4,3,1,2,3,3,2,3,3,Female,Hispanic:U.S.,Y,UGST
1825,3,4,3,4,2,4,4,3,3,2,3,1,3,4,0,0,3,4,4,3,1,4,Female,Hispanic:U.S.,Y,EXST
1826,3,3,3,3,4,3,3,3,3,3,3,3,1,4,3,3,3,4,4,3,4,4,Female,Asian:U.S.,N,EXST
1827,3,3,3,3,3,3,0,0,2,2,2,3,2,4,4,2,2,4,3,3,3,4,Male,Asian:U.S.,Y,ENGR
1828,3,3,2,3,3,3,4,4,4,4,3,3,2,4,3,2,3,4,4,4,4,3,Male,White:U.S.,N,EXST
1829,4,3,3,2,2,3,4,4,4,4,2,4,0,4,1,0,0,0,0,2,4,4,Female,White:U.S.,N,EXST
1830,2,2,3,3,2,4,1,1,3,3,0,2,0,4,4,2,2,4,4,2,4,4,Female,White:U.S.,N,EXST
1831,4,4,4,4,3,3,3,3,4,3,2,3,0,4,4,4,3,4,4,3,4,4,Female,White:U.S.,Y,SPHL
1832,2,4,4,1,2,4,4,4,4,4,0,4,4,4,2,4,4,4,4,4,2,4,Female,Two or More:U.S.,Y,UGST
1833,3,2,3,2,1,4,0,0,4,4,2,3,4,4,3,4,1,4,4,3,3,3,Female,White:U.S.,Y,UGST
1834,3,3,3,3,1,2,2,2,2,2,3,3,1,3,3,3,2,3,3,3,3,3,Female,White:U.S.,Y,CMNS
1835,3,4,3,2,2,4,3,2,4,4,1,2,3,4,3,2,4,4,4,3,3,4,Male,Hispanic:U.S.,Y,UGST
1836,4,4,4,4,1,3,3,3,3,2,2,3,1,4,4,4,3,1,1,4,4,4,Male,White:U.S.,Y,EXST
1837,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,Male,Asian:U.S.,Y,UGST
1838,3,2,3,2,2,3,4,4,3,4,2,2,4,4,3,1,2,1,1,3,1,3,Female,White:U.S.,Y,UGST
1839,4,4,3,2,2,4,4,4,2,4,4,4,3,4,3,1,3,4,4,4,4,4,Female,White:U.S.,Y,BSOS
1840,4,4,3,4,2,3,4,2,4,4,2,2,4,4,4,4,3,4,3,3,4,4,Female,White:U.S.,Y,EXST
1841,3,3,3,1,2,3,3,0,1,2,1,4,0,4,3,0,0,4,1,2,2,2,Male,Black or African American:U.S.,Y,CMNS
1842,3,2,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,1,1,2,2,4,Female,White:U.S.,Y,UGST
1843,1,2,2,3,3,4,4,4,3,3,2,3,1,3,3,3,1,3,3,3,3,3,Male,White:U.S.,N,EXST
1844,3,4,4,3,3,4,4,2,1,2,2,2,3,4,3,4,4,4,4,4,3,4,Female,White:U.S.,Y,EXST
1845,2,3,3,1,1,3,4,4,4,4,3,2,0,4,4,2,4,4,4,4,3,3,Male,White:U.S.,Y,UGST
1846,4,3,3,2,2,3,4,1,3,1,3,3,3,4,3,2,1,3,1,1,2,4,Female,White:U.S.,Y,CMNS
1847,1,1,1,2,1,2,0, ,3,1,0,3,2,4,2,2,2,3,1,1,2,2,Female,White:U.S.,N,BSOS
1848,4,4,4,2,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,Male,White:U.S.,N,CMNS
1849,3,4,4,4,3,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,Female,White:U.S.,Y,AGNR
1850,4,4,4,3,3,4,1,1,3,3,4,4,3,4,4,3,3,4,4,3,3,4,Female,White:U.S.,Y,CMNS
1851,3,4,4,2,3,3,0,0,3,1,3,3,4,4,4,3,3,4,4,3,2,3,Male,White:U.S.,N,CMNS
1852,4,2,2,2,1,3,4,2,3,4,3,2,1,4,2,4,3,2,3,2,3,4,Female,White:U.S.,N,UGST
1853,4,3,2,1,4,4,0,0,4,4,1,2,1,4,4,2,3,2,2,1,3,4,Female,White:U.S.,Y,BMGT
1854,3,3,3,2,2,3,2,2,1,2,2,3,2,4,3,1,2,3,3,3,2,3,Male,White:U.S.,Y,ENGR
1855,3,3,3,2,2,3,3,1,3,1,4,3,2,4,1,3,3,4,3,3,2,3,Male,Foreign,N,CMNS
1856,3,3,3,2,2,3,3,3,2,4,3,3,2,4,3,3,2,4,3,3,3,3,Female,Asian:U.S.,N,ENGR
1857,4,3,4,4,4,4,4,4,4,4,4,4,0,4,4,4,3,0,3,4,4,4,Male,White:U.S.,N,UGST
1858,3,3,4,2,1,3,1,3,3,3,3,2,2,4,4,1,2,4,4,3,3,4,Female,Hispanic:U.S.,N,BSOS
1859,3,3,3,3,3,4,3,3,3,3,0,3,0,4,4,3,2,4,4,3,4,4,Female,White:U.S.,N,EXST
1860,4,4,3,4,4,4,4,4,4,4,3,3,2,4,4,2,2,4,4,4,4,4,Female,White:U.S.,N,EXST
1861,3,4,4,2,2,3,1, ,4,4,3,3,0,4,4,1,3,0,2,2,1,3,Female,White:U.S.,N,EXST
1862,4,3,1,0,2,4,4,2,3,3,0,3,4,4,4,4,2,4,1,2,4,4,Male,White:U.S.,Y,BMGT
1863,3,3,3,3,3,3,3,3,3,3,3,2,2,4,2,3,3,3,3,3,2,3,Female,Black or African American:U.S.,Y,EXST
1864,4,4,3,4,4,4,4,4,1,4,4,4,2,4,4,4,1,4,2,4,4,4,Male,Asian:U.S.,Y,ENGR
1865,3,3,3,2,1,3,1,1,4,2,2,3,1,4,3,1,3,4,2,3,3,3,Male,White:U.S.,Y,CMNS
1866,4,2,2,4,2,4,3,3,1,3,3,3,1,4,4,1,1,0,3,1,2,2,Female,White:U.S.,Y,EXST
1867,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,3,3,1,1,4,3,3,Male,White:U.S.,Y,BMGT
1868,4,4,4,3,3,4,2,2,4,4,2,2,3,4,4,4,4,1,4,4,4,4,Female,Asian:U.S.,Y,EXST
1869,3,4,2,2,3,3,3,1,3,4,2,2,2,2,4,2,3,2,2,2,4,3,Female,White:U.S.,Y,SPHL
1870,4,3,2,3,2,4,3,3,3,2,3,1,4,4,2,2,2,3,3,3,2,2,Male,Black or African American:U.S.,Y,ENGR
1871,3,3,3,3,3,4,4,3,4,4,3,4,2,4,4,4,3,2,3,3,4,4,Male,White:U.S.,Y,EXST
1872,3,3,3,2,2,4,3,3,4,4,2,2,4,4,2,1,2,4,4,4,4,4,Male,Black or African American:U.S.,Y,UGST
1873,3,3,3,2,1,3,3,1,3,3,4,1,1,4,4,1,2,3,1,1,4,4,Female,White:U.S.,Y,CMNS
1874,4,3,2,2,2,3,0,0,3,1,3,2,1,4,3,1,1,4,3,2,1,3,Male,White:U.S.,Y,ENGR
1875,3,3,3,3,2,3,3,1,3,3,4,3,1,4,4,3,3,3,3,3,3,3,Male,White:U.S.,Y,CMNS
1876,3,3,3,3,3,4,2,1,3,3,1,2,1,4,1,2,2,3,3,3,3,4,Female,White:U.S.,Y,EXST
1877,4,4,3,3,2,4,3,2,3,2,2,4,1,4,2,2,1,4,4,3,3,4,Male,White:U.S.,Y,CMNS
1878,3,3,3,2,2,3,1,1,1,4,4,4,0,4,3,3,2,3,4,4,4,4,Male,White:U.S.,Y,EXST
1879,3,3,3,2,2,3,3,3,3,3,2,3,1,4,3,3,3,1,1,3,3,2,Female,White:U.S.,Y,UGST
1880,1,3,3,1,3,2,3,2,4,4,1,2,1,4,3,3,2,4,4,3,1,3,Female,White:U.S.,N,JOUR
1881,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,3,4,4,4,4,4,Female,Hispanic:U.S.,Y,AGNR
1882,3,3,3,3,3,4,4,0,2,2,2,2,2,3,3,3,2,4,4,3,4,3,Female,Asian:U.S.,Y,EXST
1883,3,3,3,3,3,4,4,3,4,4,4,4,1,4,4,3,3,4,4,4,3,3,Male,Asian:U.S.,Y,UGST
1884,3,4,2,1,2,3,3,3,3,2,1,3,2,4,3,1,1,1,3,3,2,3,Male,White:U.S.,Y,UGST
1885,3,4,3,2,2,3,2,1,3,2,2,4,3,4,4,3,1,2,2,3,4,3,Male,Hispanic:U.S.,Y,ENGR
1886,4,2,2,1,1,4,4,0,1,2,3,2,1,4,4,3,1,4,4,3,4,4,Female,Black or African American:U.S.,Y,CMNS
1887,2,3,4,2,2,2,4,4,4,2,2,3,2,4,2,3,2,3,3,4,2,4,Female,Hispanic:U.S.,N,BMGT
1888,1,2,2,2,0,1,3,3,3,2,2,1,4,4,3,1,1,3,2,4,3,4,Female,White:U.S.,N,EXST
1889,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,4,2,2,4,4,4,4,Female,Hispanic:U.S.,N,UGST
1890,2,4,4,3,2,3,3,3,4,4,2,3,3,4,2,4,4,4,2,3,3,2,Male,White:U.S.,Y,BSOS
1891,4,3,2,2,2,3,4,4,4,1,3,3,3,4,3,3,2,4,4,4,2,2,Male,White:U.S.,N,ENGR
1892,3,3,3,1,4,4,0,0,4,4,4,3,4,4,4,1,3,3,3,4,1,4,Female,White:U.S.,N,EXST
1893,3,3,4,2,3,3,3,0,3,3,2,4,2,4,4,4,3,0,3,3,3,3,Female,Asian:U.S.,N,BMGT
1894,3,2,2,1,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,1,1,3,Female,White:U.S.,N,JOUR
1895,3,2,3,3,2,3,3,3,1,3,3,3,1,3,3,3,1,3,3,2,3,3,Female,Hispanic:U.S.,Y,ENGR
1896,3,3,3,3,3,3,3,3,1,2,2,3,0,3,2,1,0,4,4,3,3,3,Female,White:U.S.,Y,EXST
1897,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,Female,Asian:U.S.,Y,CMNS
1898,2,4,3,3,2,2,1,1,1,1,2,1,0,4,3,1,3,2,1,2,1,3,Female,White:U.S.,Y,SPHL
1899,4,3,2,2,2,4,3,3,3,3,4,3,3,4,4,3,2,4,4,4,3,4,Female,Black or African American:U.S.,Y,CMNS
1900,4,4,1,3,4,4,4,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,Male,Hispanic:U.S.,Y,UGST
1901,4,4,3,4,4,4,3,3,4,4,4,4,2,4,2,4,3,4,4,3,4,4,Female,Asian:U.S.,Y,CMNS
1902,4,2,3,3,2,3,1,1,4,3,2,3,0,4,4,3,3,4,4,3,3,4,Male,White:U.S.,Y,BSOS
1903, ,3,3,0,2,2,4,0,0,4,4,4,1,4,4,2,1,2,4,4,2,3,Male,White:U.S.,Y,UGST
1904,4,4,4,4,4,4,4,4,4,2,3,3,1,4,4,3,4,4,4,4,4,4,Female,Hispanic:U.S.,Y,EXST
1905,3,4,3,1,2,4,4,1,4,4,2,1,3,4,4,2,2,4,4,4,1,4,Female,Black or African American:U.S.,Y,BSOS
1906,3,3,4,1,2,4,2,2,2,2,3,4,0,4,4,1,3,2,1,3,3,3,Female,Asian:U.S.,Y,CMNS
1907,3,4,4,3,4,4,3,2,4,4,0,4,1,4,3,4,4,4,4,4,3,3,Female,White:U.S.,Y,EDUC
1908,3,3,4,3,3,4,1,1,4,4,4,4,3,4,3,2,3,4,4,3,3,4,Male,Two or More:U.S.,Y,CMNS
1909,4,3,4,2,2,4,3,3,4,4,3,4,2,4,3,1,2,4,4,3,1,4,Female,Black or African American:U.S.,Y,UGST
